,code,name,cat1,cat2,cat3,cat4,cat5,cat6,info,year
176,4569,Sähkö ja kaasu,tuloslaskelma,TOIMINTAKULUT,"Aineet, tarvikkeet ja tavarat",,,,,2023
177,4570,Vesi,tuloslaskelma,TOIMINTAKULUT,"Aineet, tarvikkeet ja tavarat",,,,,2023
178,4580,Kalusto,tuloslaskelma,TOIMINTAKULUT,"Aineet, tarvikkeet ja tavarat",,,,,2023
179,4590,Rakennusmateriaali,tuloslaskelma,TOIMINTAKULUT,"Aineet, tarvikkeet ja tavarat",,,,,2023
180,4600,Muu materiaali,tuloslaskelma,TOIMINTAKULUT,"Aineet, tarvikkeet ja tavarat",,,,,2023
181,4640,"Pysyviin vastaaviin aktivoidut aineet, tarvikkeet ja tavarat",tuloslaskelma,TOIMINTAKULUT,"Aineet, tarvikkeet ja tavarat",,,,,2023
182,4670,Varastojen lisäys/vähennys,tuloslaskelma,TOIMINTAKULUT,"Aineet, tarvikkeet ja tavarat",,,,"Kunta, ky, LL",2023
183,4712,Kotihoidon tuki,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2023
184,4713,Kotihoidon tuen kuntalisä,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2023
185,4714,Yksityisen hoidon tuki,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2023
186,4715,Yksityisen hoidon tuen kuntalisä,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2023
187,4716,Osittainen ja joustava hoitoraha,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2023
188,4721,Täydentävä toimeentulotuki,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2023
189,4722,Ehkäisevä toimeentulotuki,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2023
190,4723,Täydentävän ja ehkäisevän toimeentulotuen takaisinperintä,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2023
191,4739,Muut avustukset kotitalouksille,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2023
192,4742,Avustukset yhteisöille,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2023
193,4810,Maa- ja vesialueiden vuokrat,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2023
194,4820,Rakennusten ja huoneistojen vuokrat,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2023
195,4830,Koneiden ja laitteiden vuokrat,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2023
196,4890,Muut vuokrat,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2023
197,4899,Aktivoidut vuokrakulut,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2023
198,4901,Jätevero,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2023
199,4910,Muut välilliset ja välittömät verot,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2023
200,4920,Pysyvien vastaavien hyödykkeiden luovutustappiot,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2023
201,4921,Luottotappiot toimintatuotoista (myyntisaamiset),tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2023
202,4930,Takaustappiot,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2023
203,4931,Takauskorvausten takaisinperinnät,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2023
204,4940,Muut toimintakulut,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2023
205,4990,Aktivoidut muut kulut,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2023
206,4996,Osuus osakkuusyhteisöjen voitosta,tuloslaskelma,TOIMINTAKULUT,Osuus osakkuusyhteisöjen voitosta (tappiosta),,,,,2023
207,4997,Osuus osakkuusyhteisöjen tappiosta,tuloslaskelma,TOIMINTAKULUT,Osuus osakkuusyhteisöjen voitosta (tappiosta),,,,,2023
208,5000,Kunnan tulovero,tuloslaskelma,TOIMINTAKULUT,Verotulot,,,,,2023
209,5100,Kiinteistövero,tuloslaskelma,TOIMINTAKULUT,Verotulot,,,,,2023
210,5200,Osuus yhteisöveron tuotosta,tuloslaskelma,TOIMINTAKULUT,Verotulot,,,,,2023
211,5400,Muut verotulot,tuloslaskelma,TOIMINTAKULUT,Verotulot,,,,,2023
212,5501,Kunnan peruspalvelujen valtionosuus (ilman tasauksia),tuloslaskelma,TOIMINTAKULUT,Valtionosuudet,,,,,2023
213,5502,Verotuloihin perustuva valtionosuuksien tasaus,tuloslaskelma,TOIMINTAKULUT,Valtionosuudet,,,,,2023
214,5510,Harkinnanvarainen valtionosuuden korotus,tuloslaskelma,TOIMINTAKULUT,Valtionosuudet,,,,,2023
215,5701,Opetus- ja kulttuuritoimen muut valtionosuudet,tuloslaskelma,TOIMINTAKULUT,Valtionosuudet,,,,,2023
216,5850,Muut valtionosuudet,tuloslaskelma,TOIMINTAKULUT,Valtionosuudet,,,,,2023
217,5890,Verotulojen menetysten korvaus,tuloslaskelma,TOIMINTAKULUT,Valtionosuudet,,,,,2023
218,6040,Korkotuotot antolainoista,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
219,6050,Muut korkotuotot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
220,6055,Korkojohdannaisiin liittyvät korkotuotot ja -kulut (tuottoja suojaava),tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
221,6100,Osinkotuotot ja osuuspääomien korot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
222,6115,Korvaus peruspääomasta,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,"Kunta, ky",2023
223,6116,Korvaus jäännöspääomasta,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,"Kunta, ky",2023
224,6120,Verotilitysten korot ja korotukset,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
225,6130,Viivästyskorot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
226,6140,Peruspääoman korot kuntayhtymiltä,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,Kunta,2023
227,6150,Kurssivoitot rahoituslainoista,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
228,6160,Arvopapereiden luovutusvoitot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
229,6169,Korkojohdannaisiin liittyvät tuotot (ei-suojaava),tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
230,6170,Muut rahoitustuotot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
231,6176,Takausprovisiot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
232,6180,Rahoitusarvopaperien arvonalentumisten oikaisut (Arvonalentumisten palautumiset),tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
233,6250,Kunnalle/ky:lle maksetut korkokulut,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,LL,2023
234,6255,Korkokulut lainoista ulkopuolisilta,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
235,6270,Korkojohdannaisiin liittyvät korkokulut ja -tuotot (kuluja suojaava),tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
236,6301,Peruspääoman korko,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,ky,2023
237,6304,Korvaus peruspääomasta,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,LL,2023
238,6306,Korvaus jäännöspääomasta,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,LL,2023
239,6330,Kurssitappiot rahoituslainoista,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
240,6335,Arvopapereiden luovutustappiot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
241,6360,Arvonalentumiset vaihtuvien vastaavien rahoitusarvopapereista,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
242,6370,Arvonalentumiset pysyvien vastaavien sijoituksista (pl. toimialasijoittamisen osakkeet ja -osuudet),tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
243,6379,Korkojohdannaisiin liittyvät kulut (ei-suojaava),tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
244,6380,Muut rahoituskulut,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2023
245,7170,Suunnitelman mukaiset poistot,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2023
246,7180,Kertaluonteiset poistot,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2023
247,7190,"Pysyvien vastaavien hyödykkeiden luovutusvoitot ja -tappiot 
(epäolennaiset, ellei muissa tuotoissa/kuluissa)",tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2023
248,7220,Positiivinen eliminointiero,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2023
249,7221,Negatiivinen eliminointiero,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2023
250,7222,Konserniliikearvon poisto,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2023
251,7223,Konsernireservin vähennys,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2023
252,7230,Pysyvien vastaavien hyödykkeiden arvonalentumiset,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2023
253,7240,Muut arvonalentumiset,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2023
254,8000,Pysyvien vastaavien hyödykkeiden luovutusvoitot,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2023
255,8010,Omistusosuuksien luovutukset,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2023
256,8020,Vahingonkorvaukset ja sopimussakot,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2023
257,8050,Muut satunnaiset tuotot,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2023
258,8100,Pysyvien vastaavien hyödykkeiden luovutustappiot,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2023
259,8110,Omistusosuuksien luovutukset,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2023
260,8120,Vahingonkorvaukset ja sopimussakot,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2023
261,8130,Annetut akordit ja konserniavustukset,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2023
262,8150,Muut satunnaiset kulut,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2023
263,8200,Tilinpäätössiirrot,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,Kons,2023
264,8500,Poistoeron lisäys (-),tuloslaskelma,TOIMINTAKULUT,Poistoeron muutos / Poistoeron lisäys (-) tai vähennys (+),,,,,2023
265,8550,Poistoeron vähennys (+),tuloslaskelma,TOIMINTAKULUT,Poistoeron muutos / Poistoeron lisäys (-) tai vähennys (+),,,,,2023
266,8600,Varausten lisäys (-),tuloslaskelma,TOIMINTAKULUT,Varausten muutos / Varausten lisäys (-) tai vähennys (+),,,,,2023
267,8650,Varausten vähennys (+),tuloslaskelma,TOIMINTAKULUT,Varausten muutos / Varausten lisäys (-) tai vähennys (+),,,,,2023
268,8700,Rahastojen lisäys (-),tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,,2023
269,8750,Rahastojen vähennys (+),tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,,2023
270,8760,Tuloverot,tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,LL,2023
271,8765,Tilikauden verot,tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,Kons,2023
272,8766,Laskennalliset verot,tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,Kons,2023
273,8780,Vähemmistöosuudet,tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,Kons,2023
274,8800,Tilikauden ylijäämä (alijäämä),tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,"Kunta, ky, LL, Kons",2023
275,1005,Tietokoneohjelmistot,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineettomat hyödykkeet,Aineettomat oikeudet,,,2022
276,1006,Muut aineettomat oikeudet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineettomat hyödykkeet,Aineettomat oikeudet,,,2022
277,1010,Muut pitkävaikutteiset menot,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineettomat hyödykkeet,,,"Kunta, ky, LL, Kons",2022
278,1012,Konserniliikearvo,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineettomat hyödykkeet,,,,2022
279,1020,Ennakkomaksut,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineettomat hyödykkeet,,,"Kunta, ky, LL, Kons",2022
280,1100,Maa- ja vesialueet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Maa- ja vesialueet (sis. arvonkorotukset),Maa- ja vesialueet (ilman arvonkorotuksia),,2022
281,1102,Kiinteistöjen liittymismaksut,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Maa- ja vesialueet (sis. arvonkorotukset),Maa- ja vesialueet (ilman arvonkorotuksia),,2022
282,1104,Kiinteistöjen vuokraoikeudet ja niihin liittyvät liittymismaksut,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Maa- ja vesialueet (sis. arvonkorotukset),Maa- ja vesialueet (ilman arvonkorotuksia),,2022
283,1105,Maa- ja vesialueiden arvonkorotukset,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Maa- ja vesialueet (sis. arvonkorotukset),,,2022
284,1115,Asuinrakennukset,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Rakennukset,,,2022
285,1116,Muut rakennukset,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Rakennukset,,,2022
286,1130,Kiinteät rakenteet ja laitteet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,,,"Kunta, ky, LL, Kons",2022
287,1160,Kuljetusvälineet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Koneet ja kalusto,,,2022
288,1165,Tietokonelaitteet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Koneet ja kalusto,,,2022
289,1166,Viestintälaitteet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Koneet ja kalusto,,,2022
290,1170,Muut koneet ja kalusto,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Koneet ja kalusto,,,2022
291,1180,Luonnonvarat,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Muut aineelliset hyödykkeet,,,2022
292,1184,Arvo- ja taide-esineet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Muut aineelliset hyödykkeet,,,2022
293,1187,Muut hyödykkeet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Muut aineelliset hyödykkeet,,,2022
294,1190,Ennakkomaksut,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Ennakkomaksut ja keskeneräiset hankinnat,,,2022
295,1195,Keskeneräiset hankinnat,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Aineelliset hyödykkeet,Ennakkomaksut ja keskeneräiset hankinnat,,,2022
296,1200,Osakkuusyhteisöosakkeet ja -osuudet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Osakkuusyhteisöosuudet,,,2022
297,1201,Yhteisyhteisöosakkeet ja -osuudet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Osakkuusyhteisöosuudet,,,2022
298,1202,Muut osakkeet ja osuudet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Osakkuusyhteisöosuudet,,,2022
299,1204,Osakkeet ja osuudet tytäryhteisöissä,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Osakkeet ja osuudet,,,2022
300,1205,Asunto-osakkeet tytäryhteisöissä,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Osakkeet ja osuudet,,,2022
301,1206,Kuntayhtymäosuudet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Osakkeet ja osuudet,,,2022
302,1209,Liikelaitosten peruspääomaosuudet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Osakkeet ja osuudet,,,2022
303,1210,Muiden taseyksiköiden peruspääomaosuudet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Osakkeet ja osuudet,,,2022
304,1212,Muut osakkeet ja osuudet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Osakkeet ja osuudet,,,2022
305,1213,Muut asunto-osakkeet,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Osakkeet ja osuudet,,,2022
306,1214,Osakkeiden ja osuuksien arvonkorotukset,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Osakkeet ja osuudet,,,2022
307,1222,Joukkovelkakirjalainasaamiset,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,,,"Kunta, ky, LL, Kons",2022
308,1237,Pääomalainasaamiset,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Muut lainasaamiset,,,2022
309,1239,Muut lainasaamiset,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Muut lainasaamiset,,,2022
310,1247,Muut saamiset,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Muut saamiset,,,2022
311,1248,Liittymismaksut palautettavat,tase,TASE VASTAAVAA,PYSYVÄT VASTAAVAT,Sijoitukset,Muut saamiset,,,2022
312,1410,Välitetyt valtion lainat,tase,TASE VASTAAVAA,TOIMEKSIANTOJEN VARAT,Valtion toimeksiannot,,,,2022
313,1420,Muut valtion toimeksiannot,tase,TASE VASTAAVAA,TOIMEKSIANTOJEN VARAT,Valtion toimeksiannot,,,,2022
314,1440,Lahjoitusrahastojen varat,tase,TASE VASTAAVAA,TOIMEKSIANTOJEN VARAT,,,,"Kunta, ky, LL, Kons",2022
315,1460,Muut toimeksiantojen varat,tase,TASE VASTAAVAA,TOIMEKSIANTOJEN VARAT,,,,"Kunta, ky, LL, Kons",2022
316,1500,Aineet ja tarvikkeet,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Vaihto-omaisuus,,,"Kunta, ky, LL, Kons",2022
317,1530,Keskeneräiset tuotteet,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Vaihto-omaisuus,,,"Kunta, ky, LL, Kons",2022
318,1550,Valmiit tuotteet,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Vaihto-omaisuus,,,"Kunta, ky, LL, Kons",2022
319,1570,Muu vaihto-omaisuus,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Vaihto-omaisuus,,,"Kunta, ky, LL, Kons",2022
320,1590,Ennakkomaksut,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Vaihto-omaisuus,,,"Kunta, ky, LL, Kons",2022
321,1600,Myyntisaamiset,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Pitkäaikaiset saamiset,,"Kunta, ky, LL, Kons",2022
322,1630,Lainasaamiset,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Pitkäaikaiset saamiset,,"Kunta, ky, LL, Kons",2022
323,1640,Saamiset kunnalta ja kuntayhtymältä,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Pitkäaikaiset saamiset,,LL,2022
324,1650,Laskennalliset verosaamiset,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Pitkäaikaiset saamiset,,Kons,2022
325,1688,Muut saamiset,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Pitkäaikaiset saamiset,,"Kunta, ky, LL, Kons",2022
326,1711,Siirtyvät korot,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Pitkäaikaiset saamiset,Siirtosaamiset,,2022
327,1712,Muut siirtosaamiset,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Pitkäaikaiset saamiset,Siirtosaamiset,,2022
328,1720,Myyntisaamiset,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Lyhytaikaiset saamiset,,"Kunta, ky, LL, Kons",2022
329,1750,Lainasaamiset,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Lyhytaikaiset saamiset,,"Kunta, ky, LL, Kons",2022
330,1760,Saamiset kunnalta ja kuntayhtymältä,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Lyhytaikaiset saamiset,,LL,2022
331,1770,Laskennalliset verosaamiset,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Lyhytaikaiset saamiset,,Kons,2022
332,1800,Muut saamiset,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Lyhytaikaiset saamiset,Muut saamiset,,2022
333,1810,Alv-saamiset,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Lyhytaikaiset saamiset,Muut saamiset,,2022
334,1816,Siirtyvät korot,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Lyhytaikaiset saamiset,Siirtosaamiset,,2022
335,1829,Muut siirtosaamiset,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Saamiset,Lyhytaikaiset saamiset,Siirtosaamiset,,2022
336,1830,Osakkeet ja osuudet,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Rahoitusarvopaperit,,,"Kunta, ky, LL, Kons",2022
337,1850,Sijoitukset valtion velkasitoumuksiin,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Rahoitusarvopaperit,Sijoitukset rahamarkkinainstrumentteihin,,,2022
338,1855,Sijoitukset kuntatodistuksiin,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Rahoitusarvopaperit,Sijoitukset rahamarkkinainstrumentteihin,,,2022
339,1860,Sijoitukset muihin rahamarkkinainstrumentteihin,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Rahoitusarvopaperit,Sijoitukset rahamarkkinainstrumentteihin,,,2022
340,1870,Joukkovelkakirjalainasaamiset,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Rahoitusarvopaperit,,,"Kunta, ky, LL, Kons",2022
341,1891,Rahasto-osuudet (yhteensä),tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Rahoitusarvopaperit,Muut arvopaperit,,,2022
342,1892,Muut arvopaperit,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,Rahoitusarvopaperit,Muut arvopaperit,,,2022
343,1900,Rahat ja pankkisaamiset,tase,TASE VASTAAVAA,VAIHTUVAT VASTAAVAT,,,,"Kunta, ky, LL, Kons",2022
344,2000,Peruspääoma,tase,TASE VASTATTAVAA,OMA PÄÄOMA,,,,"Kunta, ky, LL, Kons",2022
345,2005,Säätiöiden ja yhdistysten peruspääomat,tase,TASE VASTATTAVAA,OMA PÄÄOMA,,,,Kons,2022
346,2010,Arvonkorotusrahasto,tase,TASE VASTATTAVAA,OMA PÄÄOMA,,,,"Kunta, ky, LL, Kons",2022
347,2015,Muut omat rahastot,tase,TASE VASTATTAVAA,OMA PÄÄOMA,,,,"Kunta, ky, LL, Kons",2022
348,2040,Edellisten tilikausien ylijäämä (alijäämä),tase,TASE VASTATTAVAA,OMA PÄÄOMA,,,,"Kunta, ky, LL, Kons",2022
349,2050,Tilikauden ylijäämä (alijäämä),tase,TASE VASTATTAVAA,OMA PÄÄOMA,,,,"Kunta, ky, LL, Kons",2022
350,2060,Vähemmistöosuudet,tase,TASE VASTATTAVAA,VÄHEMMISTÖOSUUDET,,,,,2022
351,2100,Poistoero,tase,TASE VASTATTAVAA,POISTOERO JA VAPAAEHTOISET VARAUKSET,,,,"Kunta, ky, LL",2022
352,2110,Vapaaehtoiset varaukset,tase,TASE VASTATTAVAA,POISTOERO JA VAPAAEHTOISET VARAUKSET,,,,"Kunta, ky, LL",2022
353,2120,Eläkevaraukset,tase,TASE VASTATTAVAA,PAKOLLISET VARAUKSET,,,,"Kunta, ky, LL, Kons",2022
354,2130,Muut pakolliset varaukset,tase,TASE VASTATTAVAA,PAKOLLISET VARAUKSET,,,,"Kunta, ky, LL, Kons",2022
355,2300,Välitettävät valtion lainat,tase,TASE VASTATTAVAA,TOIMEKSIANTOJEN PÄÄOMAT,Valtion toimeksiannot,,,,2022
356,2310,Välitetyt valtion lainat,tase,TASE VASTATTAVAA,TOIMEKSIANTOJEN PÄÄOMAT,Valtion toimeksiannot,,,,2022
357,2320,Muut valtion toimeksiantojen pääomat,tase,TASE VASTATTAVAA,TOIMEKSIANTOJEN PÄÄOMAT,Valtion toimeksiannot,,,,2022
358,2325,Lahjoitusrahastojen pääomat,tase,TASE VASTATTAVAA,TOIMEKSIANTOJEN PÄÄOMAT,,,,"Kunta, ky, LL, Kons",2022
359,2330,Muut toimeksiantojen pääomat,tase,TASE VASTATTAVAA,TOIMEKSIANTOJEN PÄÄOMAT,,,,"Kunta, ky, LL, Kons",2022
360,2399,Konsernireservi,tase,TASE VASTATTAVAA,KONSERNIRESERVI,,,,,2022
361,2400,Joukkovelkakirjalainat,tase,TASE VASTATTAVAA,VIERAS PÄÄOMA,Pitkäaikainen (korollinen vieras pääoma),,,"Kunta, ky, LL, Kons",2022
362,2410,Lainat rahoitus- ja vakuutuslaitoksilta,tase,TASE VASTATTAVAA,VIERAS PÄÄOMA,Pitkäaikainen (korollinen vieras pääoma),,,"Kunta, ky, LL, Kons",2022
